house_is,price,rooms_number,area,equipped_kitchen_has,B,F,W,good,renovated,to_renovate
1,560000.0,5.0,250.0,0,1,0,0,1,0,0
1,560000.0,5.0,250.0,0,1,0,0,1,0,0
1,142500.0,2.0,75.0,0,0,0,1,1,0,0
1,152000.0,3.0,180.0,0,0,1,0,0,0,1
1,269000.0,1.0,60.0,1,0,1,0,0,0,1
1,275000.0,3.0,100.0,1,0,0,1,0,1,0
1,325000.0,3.0,170.0,1,0,1,0,0,0,1
1,539000.0,4.0,260.0,1,0,1,0,0,1,0
1,549000.0,4.0,352.0,1,0,1,0,1,0,0
1,595000.0,0.0,180.0,1,0,1,0,1,0,0
1,995000.0,6.0,385.0,1,1,0,0,1,0,0
1,1100000.0,7.0,310.0,1,0,1,0,1,0,0
1,129000.0,0.0,166.0,0,0,0,1,0,1,0
1,130000.0,4.0,180.0,1,0,0,1,1,0,0
1,650000.0,2.0,355.0,1,0,0,1,1,0,0
1,189000.0,2.0,153.0,1,0,1,0,1,0,0
1,380000.0,4.0,1000.0,1,0,0,1,1,0,0
1,180000.0,3.0,211.0,1,0,0,1,1,0,0
1,148000.0,2.0,95.0,1,0,0,1,1,0,0
1,175000.0,1.0,75.0,1,0,0,1,1,0,0
1,198000.0,4.0,222.0,1,0,0,1,1,0,0
1,200000.0,4.0,150.0,0,0,0,1,0,0,1
1,200000.0,4.0,161.0,0,0,0,1,0,0,1
1,245000.0,9.0,450.0,0,0,0,1,0,0,1
1,245000.0,2.0,139.0,1,0,0,1,0,0,1
1,255000.0,5.0,230.0,1,0,0,1,1,0,0
1,295000.0,0.0,184.0,0,0,1,0,1,0,0
1,299000.0,3.0,294.0,1,0,0,1,1,0,0
1,315000.0,0.0,220.0,1,0,0,1,1,0,0
1,319500.0,0.0,267.0,1,0,1,0,1,0,0
1,329000.0,4.0,315.0,1,0,1,0,1,0,0
1,395000.0,2.0,99.0,1,0,1,0,0,0,1
1,395000.0,12.0,540.0,1,0,0,1,0,0,1
1,395000.0,3.0,212.0,0,0,1,0,0,0,1
1,435000.0,7.0,230.0,1,0,0,1,0,0,1
1,530000.0,3.0,218.0,0,0,1,0,0,0,1
1,639000.0,1.0,145.0,1,0,0,1,0,1,0
1,650000.0,7.0,200.0,0,0,1,0,0,1,0
1,675000.0,3.0,408.0,0,0,1,0,1,0,0
1,895000.0,7.0,574.0,1,0,0,1,1,0,0
1,945000.0,5.0,315.0,1,1,0,0,1,0,0
1,1150000.0,5.0,1070.0,1,0,0,1,1,0,0
1,247500.0,0.0,235.0,0,0,0,1,1,0,0
1,259000.0,3.0,135.0,0,0,1,0,1,0,0
1,264750.0,3.0,120.0,1,0,1,0,0,1,0
1,280000.0,3.0,222.0,0,0,0,1,0,1,0
1,825000.0,6.0,385.0,1,0,1,0,1,0,0
1,390000.0,6.0,315.0,1,0,0,1,1,0,0
1,356000.0,2.0,135.0,1,0,1,0,1,0,0
1,195000.0,0.0,750.0,0,0,0,1,0,0,1
1,395000.0,4.0,280.0,1,0,1,0,1,0,0
1,240000.0,2.0,230.0,1,0,0,1,1,0,0
1,245000.0,5.0,164.0,0,0,0,1,0,0,1
1,192500.0,4.0,170.0,1,0,0,1,1,0,0
1,270000.0,6.0,330.0,1,0,0,1,1,0,0
1,415000.0,5.0,75.0,1,0,0,1,1,0,0
1,575000.0,6.0,240.0,1,0,0,1,0,1,0
1,279000.0,2.0,100.0,0,0,1,0,0,0,1
1,560000.0,6.0,284.0,1,0,1,0,0,1,0
1,720000.0,12.0,750.0,1,0,0,1,1,0,0
1,1750000.0,0.0,900.0,1,0,1,0,1,0,0
1,2995000.0,13.0,1250.0,1,0,1,0,1,0,0
1,139000.0,2.0,225.0,1,0,0,1,0,0,1
1,195000.0,3.0,410.0,1,0,0,1,1,0,0
1,205000.0,3.0,130.0,1,0,0,1,1,0,0
1,225000.0,2.0,90.0,1,0,0,1,0,0,1
1,250000.0,3.0,188.0,0,0,0,1,1,0,0
1,255000.0,0.0,205.0,1,0,0,1,1,0,0
1,290000.0,5.0,209.0,1,0,0,1,1,0,0
1,300000.0,5.0,307.0,1,0,0,1,1,0,0
1,309000.0,0.0,260.0,0,0,0,1,0,0,1
1,325000.0,6.0,242.0,0,0,0,1,1,0,0
1,374900.0,9.0,619.0,0,0,0,1,0,0,1
1,385000.0,3.0,108.0,1,0,0,1,0,1,0
1,419000.0,4.0,241.0,0,0,0,1,0,1,0
1,475000.0,4.0,487.0,1,0,1,0,1,0,0
1,479000.0,5.0,270.0,1,1,0,0,0,0,1
1,495000.0,7.0,251.0,0,0,0,1,1,0,0
1,574999.0,7.0,350.0,0,1,0,0,0,0,1
1,595000.0,4.0,472.0,1,0,1,0,1,0,0
1,800000.0,11.0,480.0,0,0,0,1,1,0,0
1,995000.0,8.0,290.0,1,1,0,0,1,0,0
1,1000000.0,10.0,678.0,1,0,0,1,1,0,0
1,249000.0,3.0,105.0,1,0,0,1,1,0,0
1,375000.0,3.0,270.0,1,0,0,1,0,0,1
1,410000.0,3.0,200.0,1,0,0,1,0,1,0
1,429000.0,1.0,243.0,1,0,1,0,1,0,0
1,1000000.0,5.0,712.0,0,1,0,0,1,0,0
1,325000.0,6.0,380.0,1,0,1,0,1,0,0
1,169000.0,3.0,145.0,1,0,0,1,1,0,0
1,690000.0,8.0,850.0,0,1,0,0,1,0,0
1,150000.0,2.0,145.0,0,0,0,1,0,0,1
1,149000.0,2.0,150.0,1,0,0,1,1,0,0
1,225000.0,3.0,129.0,1,0,1,0,1,0,0
1,85000.0,2.0,94.0,1,0,0,1,0,0,1
1,130000.0,4.0,153.0,1,0,0,1,0,0,1
1,299000.0,8.0,380.0,1,0,0,1,1,0,0
1,395000.0,7.0,165.0,1,0,0,1,1,0,0
1,399000.0,5.0,350.0,1,0,0,1,1,0,0
1,445000.0,4.0,220.0,0,0,1,0,1,0,0
1,450000.0,5.0,240.0,1,0,0,1,1,0,0
1,840900.0,0.0,255.0,0,0,1,0,0,1,0
1,1150000.0,15.0,300.0,0,0,1,0,1,0,0
1,195000.0,5.0,290.0,1,0,0,1,0,0,1
1,335000.0,6.0,220.0,1,0,1,0,1,0,0
1,358000.0,8.0,292.0,1,0,0,1,1,0,0
1,368000.0,3.0,170.0,1,0,1,0,0,1,0
1,450000.0,1.0,150.0,1,0,0,1,1,0,0
1,499000.0,4.0,199.0,1,0,0,1,1,0,0
1,850000.0,22.0,500.0,0,0,0,1,0,0,1
1,975000.0,4.0,346.0,1,0,1,0,0,1,0
1,1150000.0,7.0,450.0,1,1,0,0,0,0,1
1,299000.0,3.0,123.0,1,0,1,0,0,1,0
1,435000.0,7.0,398.0,1,0,0,1,1,0,0
1,98000.0,1.0,65.0,1,0,1,0,1,0,0
1,100000.0,2.0,60.0,1,0,0,1,0,1,0
1,132500.0,3.0,395.0,0,0,1,0,0,0,1
1,240000.0,4.0,245.0,1,0,0,1,1,0,0
1,245000.0,8.0,480.0,0,0,0,1,0,0,1
1,427000.0,3.0,400.0,1,0,1,0,1,0,0
1,450000.0,7.0,150.0,0,0,0,1,1,0,0
1,499000.0,0.0,401.0,1,0,0,1,1,0,0
1,1840000.0,0.0,1023.0,1,0,0,1,1,0,0
1,2200000.0,12.0,700.0,0,1,0,0,1,0,0
1,360000.0,4.0,300.0,1,0,1,0,1,0,0
1,685000.0,4.0,225.0,1,0,1,0,1,0,0
1,997000.0,5.0,315.0,1,1,0,0,1,0,0
1,1800000.0,17.0,789.0,1,0,0,1,1,0,0
1,85000.0,6.0,200.0,0,0,0,1,0,0,1
1,99000.0,4.0,200.0,0,0,0,1,1,0,0
1,128500.0,4.0,155.0,0,0,1,0,0,0,1
1,160000.0,4.0,240.0,1,0,0,1,0,0,1
1,189000.0,3.0,250.0,1,0,0,1,0,0,1
1,215000.0,2.0,210.0,1,0,0,1,1,0,0
1,245000.0,6.0,334.0,0,0,0,1,1,0,0
1,270000.0,0.0,525.0,0,0,0,1,0,0,1
1,290000.0,3.0,196.0,1,0,0,1,0,1,0
1,299000.0,3.0,97.0,1,0,0,1,1,0,0
1,299000.0,5.0,290.0,0,0,0,1,0,0,1
1,465000.0,8.0,280.0,0,1,0,0,1,0,0
1,495000.0,7.0,575.0,0,0,0,1,1,0,0
1,560000.0,8.0,400.0,1,0,0,1,0,0,1
1,198000.0,2.0,240.0,1,0,0,1,0,1,0
1,249000.0,6.0,630.0,0,0,0,1,0,0,1
1,255000.0,2.0,120.0,0,0,1,0,1,0,0
1,295000.0,3.0,200.0,0,0,0,1,0,0,1
1,580000.0,7.0,375.0,1,0,0,1,1,0,0
1,595000.0,6.0,280.0,1,0,1,0,1,0,0
1,699000.0,6.0,280.0,1,0,0,1,1,0,0
1,775000.0,6.0,420.0,1,0,1,0,1,0,0
1,675000.0,5.0,200.0,0,1,0,0,1,0,0
1,145000.0,1.0,210.0,1,0,0,1,1,0,0
1,185000.0,0.0,300.0,0,0,0,1,0,0,1
1,230000.0,5.0,360.0,1,0,0,1,0,0,1
1,1195000.0,0.0,350.0,1,1,0,0,1,0,0
1,2475000.0,22.0,1120.0,1,0,1,0,1,0,0
1,145000.0,3.0,150.0,1,0,0,1,1,0,0
1,175000.0,4.0,120.0,0,0,0,1,1,0,0
1,295000.0,2.0,150.0,1,0,1,0,1,0,0
1,395000.0,23.0,612.0,1,0,0,1,0,0,1
1,1000000.0,4.0,500.0,1,0,0,1,0,1,0
1,185000.0,6.0,250.0,1,0,0,1,0,0,1
1,189000.0,3.0,215.0,0,0,0,1,0,0,1
1,209900.0,6.0,230.0,1,0,0,1,1,0,0
1,210000.0,4.0,195.0,0,0,0,1,0,0,1
1,235000.0,1.0,170.0,0,0,1,0,1,0,0
1,315000.0,2.0,167.0,0,0,0,1,0,0,1
1,385000.0,4.0,230.0,0,0,1,0,0,0,1
1,395000.0,2.0,110.0,1,0,1,0,0,1,0
1,428000.0,4.0,352.0,1,0,1,0,1,0,0
1,1050000.0,0.0,4380.0,0,0,1,0,0,0,1
1,1200000.0,0.0,575.0,0,1,0,0,1,0,0
1,250000.0,4.0,614.0,0,0,0,1,0,0,1
1,795000.0,10.0,366.0,1,0,1,0,0,1,0
1,395000.0,4.0,275.0,0,1,0,0,0,0,1
1,935000.0,12.0,1255.0,0,0,0,1,1,0,0
1,325000.0,5.0,237.0,0,0,0,1,0,0,1
1,420000.0,3.0,520.0,1,0,0,1,0,0,1
1,399000.0,2.0,140.0,1,1,0,0,1,0,0
1,599000.0,6.0,200.0,0,0,1,0,1,0,0
1,150000.0,1.0,113.0,0,0,0,1,0,0,1
1,260000.0,4.0,140.0,0,0,1,0,0,0,1
1,295000.0,3.0,224.0,1,0,0,1,1,0,0
1,305000.0,4.0,360.0,1,0,0,1,0,0,1
1,399000.0,0.0,400.0,1,0,0,1,0,0,1
1,499000.0,4.0,400.0,1,0,0,1,1,0,0
1,139000.0,3.0,163.0,1,0,0,1,0,0,1
1,159000.0,2.0,158.0,1,0,0,1,0,0,1
1,199000.0,4.0,170.0,1,0,0,1,1,0,0
1,220000.0,4.0,450.0,0,0,0,1,0,0,1
1,319000.0,4.0,213.0,1,0,1,0,1,0,0
1,365000.0,3.0,230.0,1,0,1,0,1,0,0
1,435000.0,5.0,281.0,1,0,1,0,1,0,0
1,499000.0,3.0,193.0,1,0,1,0,0,0,1
1,549900.0,9.0,352.0,1,0,1,0,1,0,0
1,1250000.0,11.0,598.0,0,0,1,0,1,0,0
1,275000.0,2.0,110.0,1,0,1,0,1,0,0
1,475000.0,2.0,235.0,1,1,0,0,1,0,0
1,250000.0,3.0,150.0,1,0,1,0,0,0,1
1,200000.0,5.0,500.0,1,0,0,1,0,1,0
1,348000.0,4.0,220.0,0,1,0,0,0,0,1
1,395000.0,6.0,215.0,0,0,0,1,1,0,0
1,475000.0,6.0,245.0,1,0,1,0,1,0,0
1,530000.0,4.0,152.0,0,0,1,0,1,0,0
1,670000.0,9.0,500.0,0,0,0,1,0,0,1
1,169000.0,5.0,208.0,1,0,0,1,1,0,0
1,269000.0,4.0,158.0,1,0,0,1,1,0,0
1,295000.0,5.0,143.0,1,0,1,0,0,0,1
1,335000.0,0.0,163.0,1,0,0,1,1,0,0
1,429000.0,6.0,245.0,0,0,0,1,1,0,0
1,295000.0,5.0,205.0,0,0,0,1,1,0,0
1,375000.0,4.0,180.0,1,0,0,1,1,0,0
1,175000.0,2.0,155.0,0,0,0,1,1,0,0
1,260000.0,4.0,235.0,0,0,1,0,1,0,0
1,150000.0,0.0,350.0,0,0,0,1,1,0,0
1,150000.0,3.0,130.0,1,0,0,1,1,0,0
1,175000.0,3.0,107.0,1,0,0,1,1,0,0
1,299000.0,3.0,774.0,1,0,0,1,1,0,0
1,525000.0,8.0,300.0,0,0,0,1,1,0,0
1,600000.0,1.0,75.0,0,0,1,0,1,0,0
1,425000.0,3.0,319.0,0,0,1,0,1,0,0
1,439000.0,3.0,281.0,1,0,1,0,1,0,0
1,575000.0,2.0,175.0,1,0,1,0,1,0,0
1,299000.0,3.0,400.0,1,0,0,1,1,0,0
1,300000.0,4.0,500.0,0,0,0,1,0,0,1
1,199900.0,1.0,100.0,1,0,1,0,1,0,0
1,259000.0,4.0,250.0,1,0,0,1,1,0,0
1,350000.0,5.0,270.0,1,0,1,0,1,0,0
1,680000.0,6.0,290.0,1,0,1,0,1,0,0
1,1679000.0,10.0,520.0,0,1,0,0,1,0,0
1,595000.0,4.0,245.0,0,1,0,0,0,0,1
1,99500.0,0.0,104.0,0,0,0,1,0,0,1
1,145000.0,2.0,150.0,0,0,0,1,1,0,0
1,189000.0,4.0,200.0,1,0,0,1,0,0,1
1,290000.0,5.0,255.0,1,0,0,1,1,0,0
1,299000.0,5.0,250.0,0,1,0,0,0,0,1
1,350000.0,4.0,366.0,0,0,0,1,1,0,0
1,655000.0,4.0,260.0,0,1,0,0,0,0,1
1,695000.0,10.0,360.0,0,0,0,1,1,0,0
1,699000.0,0.0,400.0,0,0,0,1,0,0,1
1,829000.0,0.0,635.0,0,1,0,0,0,0,1
1,1490000.0,6.0,300.0,1,1,0,0,1,0,0
1,1800000.0,0.0,1035.0,0,0,0,1,0,0,1
1,159000.0,2.0,177.0,1,0,0,1,0,0,1
1,195000.0,5.0,239.0,1,0,0,1,0,0,1
1,415000.0,4.0,282.0,0,1,0,0,0,0,1
1,425000.0,3.0,240.0,1,0,1,0,0,1,0
1,595000.0,4.0,259.0,1,0,0,1,1,0,0
1,1200000.0,4.0,400.0,1,1,0,0,1,0,0
1,75000.0,2.0,129.0,0,0,0,1,0,0,1
1,179000.0,4.0,191.0,1,0,0,1,0,0,1
1,229000.0,3.0,304.0,1,0,0,1,1,0,0
1,998000.0,5.0,535.0,0,0,1,0,1,0,0
1,1125000.0,11.0,444.0,0,0,1,0,0,1,0
1,235000.0,6.0,150.0,1,0,0,1,0,0,1
1,275000.0,5.0,677.0,1,0,1,0,0,0,1
1,875000.0,10.0,350.0,1,1,0,0,1,0,0
1,349000.0,4.0,271.0,1,0,1,0,0,0,1
1,490000.0,6.0,287.0,0,0,1,0,1,0,0
1,850000.0,5.0,379.0,0,0,0,1,0,1,0
1,82000.0,1.0,65.0,0,0,0,1,1,0,0
1,550000.0,2.0,335.0,0,0,0,1,1,0,0
1,95000.0,1.0,355.0,0,0,1,0,0,0,1
1,379000.0,4.0,190.0,0,1,0,0,0,0,1
1,980000.0,0.0,830.0,1,0,0,1,1,0,0
1,130000.0,1.0,102.0,1,0,0,1,1,0,0
1,175000.0,4.0,300.0,1,0,0,1,1,0,0
1,219000.0,0.0,233.0,0,0,1,0,0,0,1
1,498000.0,5.0,235.0,1,0,1,0,1,0,0
1,895000.0,2.0,543.0,0,1,0,0,1,0,0
1,1350000.0,4.0,440.0,1,0,1,0,1,0,0
1,355000.0,3.0,179.0,0,0,1,0,1,0,0
1,399000.0,5.0,220.0,0,1,0,0,1,0,0
1,405000.0,4.0,250.0,0,0,1,0,1,0,0
1,424000.0,2.0,106.0,0,0,1,0,1,0,0
1,625000.0,0.0,400.0,0,0,1,0,1,0,0
1,95000.0,3.0,140.0,1,0,1,0,0,0,1
1,290000.0,7.0,274.0,1,0,0,1,0,0,1
1,320000.0,3.0,183.0,1,0,1,0,1,0,0
1,630000.0,8.0,335.0,1,0,1,0,0,1,0
1,245000.0,6.0,1121.0,0,0,0,1,1,0,0
1,345000.0,3.0,360.0,1,0,1,0,1,0,0
1,945000.0,5.0,307.0,1,0,1,0,1,0,0
1,1450000.0,18.0,950.0,1,0,0,1,1,0,0
1,448000.0,2.0,59.0,1,0,1,0,1,0,0
1,65000.0,3.0,150.0,1,0,0,1,0,0,1
1,259000.0,3.0,131.0,1,0,1,0,1,0,0
1,310000.0,3.0,395.0,0,0,1,0,0,0,1
1,329000.0,3.0,150.0,0,0,1,0,1,0,0
1,499000.0,6.0,365.0,0,0,1,0,0,0,1
1,795000.0,6.0,512.0,0,0,1,0,0,0,1
1,180000.0,2.0,35.0,0,0,1,0,1,0,0
1,355000.0,3.0,174.0,0,0,1,0,1,0,0
1,390000.0,16.0,470.0,0,0,0,1,1,0,0
1,990000.0,18.0,1310.0,0,0,0,1,1,0,0
1,1170000.0,16.0,600.0,0,0,0,1,1,0,0
1,278912.0,3.0,144.0,0,0,1,0,1,0,0
1,395000.0,0.0,180.0,0,1,0,0,0,0,1
1,900000.0,7.0,546.0,1,0,0,1,1,0,0
1,135000.0,1.0,60.0,0,1,0,0,0,0,1
1,225000.0,4.0,170.0,1,0,0,1,1,0,0
1,285000.0,0.0,500.0,0,0,0,1,0,0,1
1,345000.0,2.0,150.0,1,0,1,0,0,0,1
1,385000.0,3.0,260.0,1,0,1,0,1,0,0
1,499000.0,3.0,350.0,0,0,1,0,1,0,0
1,99000.0,0.0,280.0,0,0,0,1,1,0,0
1,129000.0,2.0,200.0,1,0,0,1,1,0,0
1,269000.0,4.0,200.0,0,0,0,1,1,0,0
1,911000.0,5.0,20.0,1,0,1,0,1,0,0
1,1050000.0,3.0,276.0,0,1,0,0,0,1,0
1,745000.0,6.0,575.0,0,0,1,0,1,0,0
1,180000.0,3.0,160.0,1,0,0,1,1,0,0
1,255000.0,2.0,135.0,0,0,0,1,1,0,0
1,445000.0,6.0,540.0,0,1,0,0,0,0,1
1,699000.0,4.0,325.0,0,0,1,0,1,0,0
1,1895000.0,7.0,470.0,1,0,1,0,1,0,0
1,199000.0,3.0,120.0,1,0,0,1,1,0,0
1,210000.0,3.0,150.0,1,0,0,1,1,0,0
1,299000.0,4.0,275.0,0,0,0,1,1,0,0
1,555000.0,3.0,187.0,1,0,0,1,0,1,0
1,817000.0,4.0,250.0,1,1,0,0,1,0,0
1,175000.0,2.0,1700.0,0,0,0,1,0,0,1
1,249000.0,0.0,600.0,0,0,0,1,0,0,1
1,599000.0,0.0,526.0,0,0,0,1,1,0,0
1,625000.0,5.0,280.0,0,0,1,0,1,0,0
1,268147.0,3.0,149.0,0,0,1,0,1,0,0
1,275000.0,5.0,202.0,1,0,1,0,1,0,0
1,389000.0,4.0,260.0,0,0,1,0,1,0,0
1,450000.0,3.0,309.0,1,0,1,0,1,0,0
1,900000.0,5.0,745.0,0,0,0,1,0,1,0
1,599000.0,5.0,200.0,0,1,0,0,0,0,1
1,310000.0,2.0,110.0,1,0,1,0,0,0,1
1,1850000.0,8.0,740.0,0,0,1,0,1,0,0
1,250000.0,2.0,150.0,0,0,0,1,1,0,0
1,269000.0,1.0,100.0,0,1,0,0,0,0,1
1,320000.0,0.0,202.0,0,0,0,1,0,0,1
1,425000.0,5.0,500.0,0,0,0,1,0,1,0
1,235000.0,3.0,204.0,0,0,1,0,0,0,1
1,385000.0,0.0,343.0,1,0,1,0,1,0,0
1,359999.0,6.0,207.0,0,1,0,0,0,1,0
1,299000.0,0.0,1190.0,0,0,0,1,1,0,0
1,399000.0,0.0,1525.0,0,0,0,1,1,0,0
1,320000.0,8.0,166.0,0,0,1,0,0,0,1
1,635000.0,4.0,230.0,1,1,0,0,0,0,1
1,1250000.0,15.0,492.0,0,0,0,1,1,0,0
1,950000.0,8.0,220.0,1,1,0,0,1,0,0
1,80000.0,3.0,115.0,1,0,0,1,0,0,1
1,249000.0,3.0,180.0,1,0,0,1,0,0,1
1,1195000.0,5.0,357.0,1,0,1,0,1,0,0
1,299000.0,3.0,220.0,0,0,0,1,1,0,0
1,310000.0,5.0,180.0,1,1,0,0,0,0,1
1,128000.0,2.0,196.0,0,0,0,1,1,0,0
1,395000.0,8.0,390.0,0,0,0,1,0,0,1
1,1250000.0,5.0,434.0,0,0,1,0,1,0,0
1,990000.0,4.0,400.0,0,1,0,0,1,0,0
1,895000.0,0.0,340.0,0,0,0,1,0,1,0
1,1200000.0,8.0,683.0,0,0,0,1,1,0,0
1,1050000.0,2.0,450.0,0,0,0,1,1,0,0
1,1550000.0,36.0,1620.0,0,1,0,0,0,0,1
1,1600000.0,25.0,600.0,0,0,0,1,1,0,0
1,1995000.0,5.0,1000.0,1,0,1,0,1,0,0
1,6500000.0,70.0,1800.0,0,0,1,0,1,0,0
1,6700000.0,46.0,1600.0,0,1,0,0,1,0,0
1,5585000.0,6.0,600.0,0,1,0,0,0,1,0
1,1275000.0,16.0,600.0,0,0,1,0,1,0,0
1,5200000.0,20.0,2500.0,0,1,0,0,1,0,0
1,5929000.0,14.0,2500.0,0,1,0,0,1,0,0
1,980000.0,6.0,371.0,0,0,1,0,1,0,0
1,5000000.0,90.0,3600.0,0,0,0,1,1,0,0
1,990000.0,6.0,485.0,1,1,0,0,1,0,0
1,195000.0,3.0,242.0,1,0,0,1,1,0,0
1,549000.0,5.0,365.0,1,0,0,1,1,0,0
1,600000.0,4.0,330.0,1,0,0,1,1,0,0
1,625000.0,2.0,184.0,1,0,1,0,1,0,0
1,750000.0,5.0,270.0,1,0,0,1,1,0,0
1,3800000.0,5.0,752.0,1,1,0,0,0,1,0
1,279000.0,4.0,160.0,1,0,0,1,1,0,0
1,865000.0,3.0,230.0,1,0,1,0,1,0,0
1,770000.0,4.0,250.0,1,0,1,0,1,0,0
1,2590000.0,5.0,292.0,1,1,0,0,1,0,0
1,580000.0,2.0,140.0,1,0,1,0,1,0,0
1,3900000.0,5.0,666.0,1,1,0,0,1,0,0
1,890000.0,6.0,330.0,1,0,1,0,0,1,0
1,1050000.0,5.0,270.0,1,1,0,0,1,0,0
1,199000.0,2.0,110.0,1,0,0,1,1,0,0
1,598000.0,3.0,600.0,1,0,0,1,1,0,0
1,329000.0,4.0,181.0,1,0,1,0,1,0,0
1,500000.0,7.0,298.0,1,1,0,0,1,0,0
1,500000.0,6.0,225.0,1,1,0,0,1,0,0
1,500000.0,6.0,225.0,1,1,0,0,1,0,0
1,450000.0,4.0,250.0,1,0,0,1,1,0,0
1,495000.0,4.0,250.0,1,1,0,0,1,0,0
1,500000.0,4.0,200.0,1,0,1,0,1,0,0
1,1350000.0,5.0,365.0,1,1,0,0,0,1,0
1,299000.0,3.0,220.0,1,0,1,0,0,0,1
1,299000.0,3.0,220.0,1,0,1,0,0,0,1
1,299000.0,3.0,220.0,1,0,1,0,0,0,1
1,345000.0,5.0,257.0,1,0,0,1,1,0,0
1,415000.0,3.0,496.0,1,0,1,0,0,0,1
1,139000.0,3.0,100.0,1,0,0,1,0,0,1
1,275000.0,3.0,120.0,1,0,0,1,1,0,0
1,415000.0,3.0,225.0,1,0,0,1,1,0,0
1,290000.0,2.0,90.0,1,0,0,1,0,0,1
1,1350000.0,7.0,400.0,1,1,0,0,1,0,0
1,799000.0,7.0,316.0,1,0,1,0,1,0,0
1,225000.0,5.0,175.0,1,0,0,1,1,0,0
1,545000.0,5.0,176.0,1,0,1,0,1,0,0
1,160000.0,2.0,235.0,1,0,0,1,1,0,0
1,85000.0,5.0,169.0,1,0,0,1,0,0,1
1,355000.0,3.0,130.0,1,0,1,0,1,0,0
1,535000.0,4.0,200.0,1,0,1,0,1,0,0
1,835000.0,8.0,550.0,1,0,0,1,1,0,0
1,105000.0,2.0,96.0,1,0,0,1,0,0,1
1,610000.0,4.0,175.0,1,0,1,0,0,0,1
1,279000.0,3.0,145.0,1,0,1,0,1,0,0
1,310000.0,2.0,147.0,1,0,1,0,0,0,1
1,375000.0,4.0,250.0,1,0,1,0,1,0,0
1,460000.0,4.0,355.0,1,0,0,1,1,0,0
1,499000.0,4.0,245.0,1,0,1,0,1,0,0
1,699000.0,5.0,438.0,1,0,1,0,1,0,0
1,749000.0,5.0,300.0,1,0,1,0,1,0,0
1,890000.0,4.0,270.0,1,0,1,0,0,1,0
1,499000.0,3.0,200.0,1,0,1,0,1,0,0
1,525000.0,4.0,195.0,1,0,1,0,1,0,0
1,595000.0,4.0,190.0,1,1,0,0,1,0,0
1,579000.0,5.0,200.0,1,0,1,0,1,0,0
1,125000.0,2.0,85.0,1,0,1,0,1,0,0
1,159000.0,2.0,70.0,1,0,0,1,1,0,0
1,225000.0,3.0,120.0,1,0,0,1,1,0,0
1,229000.0,3.0,190.0,1,0,0,1,1,0,0
1,289000.0,3.0,150.0,1,0,0,1,1,0,0
1,289000.0,3.0,220.0,1,0,1,0,0,0,1
1,499000.0,5.0,180.0,1,0,1,0,1,0,0
1,1075000.0,4.0,343.0,1,0,1,0,1,0,0
1,159500.0,3.0,115.0,1,0,1,0,1,0,0
1,980000.0,5.0,220.0,1,1,0,0,0,0,1
1,158000.0,4.0,112.0,1,0,1,0,0,0,1
1,340000.0,3.0,218.0,1,0,0,1,0,1,0
1,590000.0,3.0,300.0,1,1,0,0,0,0,1
1,225000.0,4.0,135.0,1,0,0,1,0,0,1
1,360000.0,4.0,240.0,1,0,0,1,1,0,0
1,545000.0,5.0,176.0,1,0,1,0,1,0,0
1,695000.0,4.0,196.0,1,0,1,0,0,1,0
1,760000.0,4.0,249.0,1,0,1,0,1,0,0
1,1950000.0,5.0,508.0,1,1,0,0,1,0,0
1,159000.0,2.0,85.0,1,0,0,1,1,0,0
1,349000.0,3.0,140.0,1,0,1,0,1,0,0
1,429000.0,3.0,156.0,1,0,1,0,1,0,0
1,598000.0,5.0,243.0,1,1,0,0,1,0,0
1,795000.0,4.0,449.0,1,0,1,0,1,0,0
1,895000.0,4.0,285.0,1,0,1,0,1,0,0
1,495000.0,3.0,394.0,1,0,1,0,1,0,0
1,620000.0,7.0,340.0,1,1,0,0,1,0,0
1,240000.0,3.0,200.0,1,0,0,1,0,0,1
1,279000.0,3.0,97.0,1,0,1,0,0,1,0
1,415000.0,2.0,150.0,1,0,1,0,1,0,0
1,1295000.0,4.0,450.0,1,0,1,0,1,0,0
1,329000.0,4.0,250.0,1,0,0,1,1,0,0
1,519000.0,4.0,470.0,1,0,0,1,1,0,0
1,899500.0,5.0,400.0,1,0,1,0,1,0,0
1,239000.0,3.0,120.0,1,0,1,0,0,0,1
1,124900.0,2.0,125.0,1,0,1,0,0,1,0
1,159000.0,4.0,197.0,1,0,1,0,0,0,1
1,172500.0,4.0,100.0,1,0,0,1,0,0,1
1,180000.0,5.0,200.0,1,0,0,1,1,0,0
1,189000.0,2.0,120.0,1,0,0,1,0,1,0
1,195000.0,4.0,120.0,1,0,0,1,1,0,0
1,205000.0,2.0,145.0,1,0,1,0,1,0,0
1,209000.0,3.0,175.0,1,0,0,1,0,0,1
1,227500.0,3.0,124.0,1,0,0,1,1,0,0
1,230000.0,4.0,226.0,1,0,1,0,0,0,1
1,230000.0,4.0,192.0,1,0,0,1,1,0,0
1,240000.0,2.0,100.0,1,0,0,1,0,1,0
1,259900.0,4.0,173.0,1,0,1,0,0,1,0
1,265000.0,3.0,118.0,1,0,0,1,0,0,1
1,289000.0,2.0,68.0,1,0,1,0,0,1,0
1,299000.0,3.0,160.0,1,0,0,1,0,0,1
1,349000.0,5.0,245.0,1,0,0,1,0,0,1
